respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
101552,2,1,190128,1,4,6,2,6065,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,1,1, , ,3, ,3,1,1,2,40,1,2,1,66,1,7,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,.4088151,.419585
101553,2,1,190128,1,4,41,1,41067,R,2,1,1,1,4,2,1,3, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,1, , , , ,3,1,1,2,6,1,2,1,68,1,5,3,2,1, , , ,1, ,4,3,1,2,2, , ,2,.6560849,.7733721
101554,2,1,190128,1,4,6,4,6075,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,1,2,1,2,3,4,4, ,2,1,1,2,1,1,2,2,48,1,7,1,2,3, , , ,3, ,9,3,1,3,2, , ,1,1.0130458,1.1519896
101555,2,1,190128,1,4,6,4,6061,S,2,1,1,1,1,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,1,1,1,2,0, , , ,52,1,6,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,.3855412,.3621885
101559,2,1,190129,1,1,44,4,44007,U,2,2,1,1,1,1,1,2, , ,2, , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, ,3,2,3,1,2,1,2,2,1,2,2,70,4,6,6,2,1, , , ,1, ,1,4,8,1, , , ,1,.3474053,.6319373
101560,2,1,190129,1,4,6,3,34007,U,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,2, ,2,2,1,2,25,1,2,2,24,6,6,1,2,1, , , ,1, ,6,3,2,1, , , ,2,.6458264,.5214453
101561,2,1,190129,1,1,25,4,25009,S,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,1,2,1,2,1,2,1, ,1,1,1,1,1,1,2,2,45,3,2,1,1,7, , , ,5,3,1,3,1,4,2, , ,2,1.0501312,1.2200958
101562,2,1,190129,1,1,36,4,36055,S,2,1,1,1,5,2,2, , , ,2, ,8,2,2,2, ,2,2,2, , ,2,2,2,2,1,2,2,2,2, , , , ,3,2,2,1,97,1,2,2,63,6,2,1,1,7, , , ,5,3,8,4,2,1, , , ,1,.4766453,.6293577
101563,2,1,190129,1,1,34,5,34007,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,3,1, ,1,1,1,1,99, , , ,40,3,4,1,1,1, , , ,1,1,99,3,1,6,2, , ,2,1.6810722,1.34882
101564,2,1,190129,1,3,48,1,48201,R,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,1,1,30,2,1,1,48,2,6,1,2,1, , , ,1, ,7,2, ,4,4, , ,2,.8247062,.7641824
101566,2,1,190129,1,2,17,5,17031,U,2,1,1,1,4,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , , ,2,1,2,0, , , ,61,1,2,1,2,1, , , ,1, ,7,2, ,7,6, , ,2,1.3950311,1.1724248
101567,2,1,190129,1,3,22,2,22023,U,2,2,2,2, ,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,1,10,1,2,2,73,1,3,4,2,1, , , ,1, ,4,3,1,2,2, , ,1,1.0501458,1.6996992
101568,2,1,190129,1,2,39,2,39099,S,2,1,1,2,3,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,0, , , ,99,3,3,3,2,1, , , ,1, ,3,1, ,1, , , ,1,.6815575,.8842876
101569,2,1,190129,1,2,18,2,18095,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,1,1,2,2,2,2, , ,1,5,5,1,1,2,2,1,2,2,72,4,4,3,2,1, , , ,1, ,6,1, ,2,2, , ,1,.7478915,1.1610057
101573,2,1,190129,1,2,18,5,17089,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,2,1,1,2,3,1,1,1,2,2,1,2,2,1,2,2,23,2,6,7,2,1, , , ,1, ,1,2, ,2,2, , ,2,2.162546,1.61519
101574,2,1,190131,1,3,21,2,21145,R,2,2,1,1,2,1,2, , , ,2, ,2,2,2,1, ,1,1,2, ,2,2,1,1,1,1,2,2,2,2, ,3,2,1,5,2,2,1,98,2,2,2,25,4,2,4,2,1, , , ,1, ,1,3,8,3,3, , ,2,1.7446,1.4586779
101575,2,1,190129,1,3,22,2,22017,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,2,2,1,2,2, ,4,3, , ,2,1,2,12,2,1,2,46,1,7,1,2,1, , , ,1, ,9,3,2,6,2, , ,1,.7827311,.7734815
101576,2,1,190129,1,2,17,3,17089,S,2,1,1,1,1,1,2, , , ,1,2,8,2,8,2,2,2,2,2, , ,1,1,2,1,1,2,2,1,2,3,3, ,2,2,1,1,2,16,1,2,2,20,6,4,2,2,1, , , ,1, ,5,3,2,9,2, , ,2,1.615844,1.2758418
101577,2,1,190130,1,1,36,5,36061,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,2,2,2,2,2, ,3,3, , ,2,1,2,50,1,2,2,60,4,6,1,2,1, , , ,1, ,9,1, ,1, , , ,2,.5390795,.4600206
101578,2,1,190130,1,3,11,5,11001,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,1,2,1,2,3, ,1, ,3,1,1,1,0, , , ,55,1,6,1,2,2, , , ,2, ,8,2, ,3,2, , ,1,1.0236893,1.0853507
101579,2,1,190130,1,3,51,3,51550, ,2,2,1,2,5,2,2, , , ,2, ,1,2,1,2, ,2,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,5,1,1,2,99,9,99,99,2,4, , , ,5, ,99,9,9,9,9, , ,9,1.1303212,1.06635
101581,2,1,190130,2,1,34,5,10001,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,3, ,2,2,2,1,2,1,2,2,23,4,3,1,1,7, , , ,5,3,3,4,8,1, , , ,2,.6490083,.5442624
101582,2,1,190130,1,2,39,2,39049,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,4,2, ,5,1,1,2,50,2,1,2,58,1,3,1,2,1, , , ,1, ,7,3,2,2,2, , ,2,1.4869707,1.6305955
101583,2,1,190130,1,3,12,4,12011,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,2,2,2,1,3,1,4,1,1,1,2,24,1,1,2,22,6,6,7,1,1, , , ,1,1,6,3,2,2,2, , ,2,.5398384,.3720404
101586,2,1,190130,1,2,26,1,26137,R,2,1,1,1,2,2,2, , , ,1,3,2,2,2,2,1,1,2,2, ,3,2,2,2,2,1,2,1,1,2, , , , ,1,1,1,2,6,1,2,2,41,6,5,1,2,1, , , ,1, ,5,4,9,3,3, , ,2,1.2481845,1.176404
101587,2,1,190130,1,2,26,1,26137,R,2,1,1,2,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,1,2,2,1,2,2,73,1,4,1,2,1, , , ,1, ,6,1, ,8,8, , ,1,.7624095,.8896786
101588,2,1,190130,1,1,36,2,36067,S,2,2,1,1,2,1,2, , , ,1,1,8,2,2,2,1,1,1,2, ,4,2,1,1,1,1,2,1,2,1, ,2,2,1,3,1,1,2,11,1,2,2,18,6,3,2,2,1, , , ,1, ,98,3,1,4,3, , ,2,1.7841007,1.444322
101589,2,1,190130,1,3,47,4,47157,U,2,1,2,2, ,2,2, , , ,2, ,1,1,1,2, ,2,1,2, ,1,2,2,2,2,1,2,2,2,2, , , , ,5,2,2,2,0, , , ,57,1,3,1,2,2, , , ,2, ,5,2, ,3,3, , ,2,1.4554255,1.1457556
101590,2,1,190130,2,4,6,5,6059,U,2,1,1,1,3,2,2, , , ,1,1,2,2,8,8,1,2,8,2, , ,2,2,2,2,1,2,2,2,2, , , , ,2,2,2,2,0, , , ,32,3,1,2,1,1, , , ,1,3,1,3,2,5,3, , ,2,.9966717,.8634079
101591,2,1,190130,1,3,37,4,47037,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,1,2,2,2,2,2, ,1, ,2,1,1,2,50,1,2,1,26,1,6,1,2,1, , , ,1, ,5,3,1,3,2, , ,2,.9556877,.700207
101594,2,1,190130,1,2,17,5,47037,U,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,2,2,1, ,1,2, ,2,1,1,1,15,1,2,2,30,1,7,1,1,3, , , ,3,1,6,2, ,2,2, , ,2,.7950603,.4982073
101595,2,1,190130,2,3,48,5,48201, ,2,1,1,1,2,2,2, , , ,2, ,2,2,2,2, ,2,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,99,9,1,99,1,7, , , ,5,3,99,9,9,9,9, , ,9,1.015956,.8172444
101596,2,1,190130,1,2,55,3,9001,U,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,1,2,1,1,2,2,1,2, ,2, ,3,3,2,1,2,60,1,2,2,29,1,7,1,2,1, , , ,1, ,6,2, ,2,2, , ,2,1.5315733,1.2481058
101597,2,1,190130,2,4,6,3,6073, ,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,10,1,2,1,24,6,4,1,1,1, , , ,1,1,3,3,2,2,2, , ,2,2.2433447,2.0699671
101599,2,1,190130,2,2,20,1,20057, ,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,1,2,2,2,1, ,1, ,1,2,2,2,0, , , ,45,6,1,1,1,1, , , ,1,3,1,3,2,9,9, , ,9,.7819542,.6731979
101601,2,1,190130,1,2,27,5,27053,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,0, , , ,54,6,3,1,2,1, , , ,1, ,7,2, ,1, , , ,2,1.8599094,1.455272
101603,2,1,190130,1,2,19,1,19185,R,2,1,1,2,3,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,0, , , ,58,1,3,1,2,1, , , ,1, ,5,2, ,2,2, , ,1,.8336496,.8736563
101604,2,1,190130,1,2,27,5,27131,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,1,1,2,2,1,1,2, ,2,2,1,1,30,1,2,1,37,2,7,1,2,1, , , ,1, ,99,3,2,2,2, , ,2,.9432291,.8093478
101605,2,1,190130,1,4,6,2,6065,S,2,1,1,1,2,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,1,2,2,2, , , , ,2,1,1,2,20,1,1,2,44,1,6,1,2,9, , , ,9, ,9,1, ,7,3, , ,1,.5972396,.530639
101606,2,1,190130,1,4,6,2,6061,U,2,1,1,2,3,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,6,1,2,1,86,1,4,3,2,1, , , ,1, ,7,3,1,2,2, , ,1,.6226921,.7827831
101608,2,1,190130,1,4,53,4,53033,S,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,15,1,1,2,73,1,6,3,2,1, , , ,1, ,7,3,2,2,2, , ,2,.3704661,.3813475
101612,2,1,190130,1,4,6,3,6111, ,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,1,1,2,1,2,2, , ,3,5,3,1,1,2,2,1,2,1,60,5,6,2,2,1, , , ,1, ,99,9,9,9,9, , ,9,.3474053,.3621883
101613,2,1,190131,1,2,26,1,26029,R,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,1,1,1,2,4,3,1, ,4,1,1,2,10,1,1,1,42,1,8,1,2,1, , , ,1, ,7,3,2,5,2, , ,2,1.1369107,1.0034791
101616,2,1,190131,1,1,9,4,9001,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,2,2,2,2,5,5,5, ,5,2,1,2,96,1,1,1,41,1,6,1,2,1, , , ,1, ,9,2, ,5,2, , ,2,.6770468,.5906564
101619,2,1,190131,1,3,12,2,12091,S,2,2,1,1,3,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,1,2,2, , , , ,4,2,1,2,12,1,2,1,72,5,4,3,2,1, , , ,1, ,4,1, ,1, , , ,2,.9204422,1.2270136
101620,2,1,190131,1,2,29,1,29169,R,2,2,1,1,2,1,2, , , ,2, ,2,1,1,2, ,1,1,2, ,4,2,2,1,2,1,2,1,2,2, , ,2, ,3,1,1,1,8,1,2,2,28,1,2,4,2,2, , , ,2, ,2,3,1,6,2, , ,2,1.1946228,1.0458187
101621,2,1,190131,1,3,48,3,48113,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,1,1,2, ,2,2, ,5,1,1,2,12,1,2,1,52,1,6,2,2,1, , , ,1, ,99,1, ,3,3, , ,2,.8808184,.7789304
101622,2,1,190131,1,1,36,5,37179,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,2,2,2, ,1,1,1,1,1,1,1,6,1,2,2,24,6,6,7,2,1, , , ,1, ,4,2, ,4,4, , ,2,1.0411647,.8407878
101624,2,1,190131,1,3,47,4,47157,S,2,2,1,1,4,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,1,3,1,2,2,79,1,4,3,2,1, , , ,1, ,9,1, ,3,3, , ,1,.807329,1.1151938
101626,2,1,190131,1,3,37,2,51179,S,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,1,1,2,1,3,5,4, ,3,1,1,1,60,1,1,1,39,6,6,1,2,1, , , ,1, ,7,2, ,2,2, , ,1,1.1285136,1.0734363
101628,2,1,190131,1,3,28,2,22117,U,2,2,1,1,2,1,2, , , ,1,2,2,2,2,2,2,1,2,2, , ,2,1,2,1,1,2,1,2,2, ,1, ,2,1,1,1,2,2,2,2,1,20,6,3,2,2,2, , , ,2, ,98,2, ,4,4, , ,2,1.6787522,1.3871231
101629,2,1,190131,1,2,55,1,55067,R,2,1,2,1,5,2,2, , , ,1,1,2,2,2,2,1,1,2,2, ,8,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,77,3,3,3,2,1, , , ,1, ,9,1, ,1, , , ,2,1.1469254,1.2939267
101631,2,1,190131,1,3,24,4,11001,S,2,1,1,1,1,1,2, , , ,1,1,2,2,8,8,1,8,1,2, ,3,2,1,1,2,1,2,2,2,2, ,5,1, ,2,2,2,2,3,1,2,2,36,3,3,1,2,2, , , ,2, ,3,3,8,3,3, , ,2,1.7662107,1.4058486
101632,2,1,190131,1,2,17,5,17031,S,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,1,1,2,1,1,2, , , ,2,1,1,1,2,3,1,1,2,56,1,6,4,2,2, , , ,2, ,7,9,9,4,3, , ,1,.6888029,.4413319
101637,2,1,190131,1,4,8,2,48303,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,1,1,2,2,1,5, ,2, ,3,1,1,1,96,1,1,1,36,6,7,1,2,1, , , ,1, ,6,2, ,1, , , ,2,.6170439,.530639
101641,2,1,190131,1,4,49,4,49011,S,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,1,2,2,1,2,1,2,2, ,3, , ,4,2,1,1,25,1,1,1,39,1,6,1,2,1, , , ,1, ,9,3,2,3,2, , ,1,.814452,.8024491
101642,2,1,190131,2,3,47,2,47125, ,2,2,2,2, ,2,2, , , ,2, ,2,2,2,2, ,2,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,45,9,99,99,1,1, , , ,1,3,99,9,9,9,9, , ,9,.5097633,.4768867
101648,2,1,190131,2,4,6,2,6053,U,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,1,1, ,3,1,1,2,0, , , ,47,1,1,1,1,7, , , ,5,3,4,3,8,4,3, , ,2,1.3558614,1.3228481
101649,2,1,190131,2,4,6,5,6037,U,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0, , , ,40,1,3,1,1,7, , , ,5,1,3,2, ,4,4, , ,2,2.2433447,2.0699671
101653,2,1,190131,1,4,53,2,53061,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,2,2,1,2,2, ,3, ,3,2,1,2,30,1,1,1,78,2,8,3,2,1, , , ,1, ,8,2, ,2,2, , ,1,.3474053,.419585
101654,2,1,190131,2,4,6,4,6067,U,2,1,1,1,1,2,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,2, ,4,1,2,2,12,1,2,2,19,6,1,4,1,1, , , ,1,3,1,3,8,8,8, , ,2,.6554681,.5326815
101658,2,1,190201,1,3,51,5,51700,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,8,2,1,2, ,2,1, ,1,1,1,1,2,1,1,2,40,2,6,1,2,2, , , ,2, ,8,2, ,6,5, , ,1,.9267821,.742786
101659,2,1,190201,2,1,36,5,36047, ,2,1,2,2, ,2,1,2, , ,1,4, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,60,6,1,4,1,7, , , ,5,2,1,2, ,5,5, , ,2,1.7891481,1.4553013
101660,2,1,190201,1,3,12,4,12011, ,2,1,1,1,4,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,3,1,2,2,12,1,2,2,55,1,6,1,2,1, , , ,1, ,99,3,1,4,4, , ,2,.3978784,.3621883
101662,2,1,190201,1,1,36,3,9009,S,2,1,1,1,2,1,2, , , ,1,1,1,2,1,2,1,1,2,1,move around alot,3,2,1,1,2,1,2,1,1,2, ,4,5, ,2,2,1,2,6,1,2,2,41,3,5,1,2,1, , , ,1, ,7,3,1,1, , , ,2,1.3444709,1.2765807
101663,2,1,190201,1,2,18,5,18097,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,1,2,2, ,1,2,2,1,1,1,1,10,1,1,1,30,6,5,1,2,1,2, , ,4, ,5,3,1,5,1, , ,2,2.2433447,2.0699671
101664,2,1,190201,1,3,37,3,37021,U,2,1,1,2,2,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,20,1,2,1,57,1,6,1,2,1, , , ,1, ,9,3,1,2,2, , ,1,.3567971,.3621883
101665,2,1,190201,1,3,45,3,45079,S,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,1,2, , , , ,2,1,1,2,0, , , ,65,4,3,4,2,1, , , ,1, ,7,1, ,2,2, , ,2,1.2811189,1.3938829
101668,2,1,190201,1,3,24,4,24031, ,2,2,1,1,2,2,2, , , ,1,3,1,2,1,2,1,1,2,2, ,3,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,98,1,1,1,33,2,5,1,2,1, , , ,1, ,5,2, ,2,2, , ,2,2.2433447,2.0699671
101669,2,1,190201,1,3,24,4,24031, ,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,1,2,1,2,2,5,2, ,2,1,1,2,13,1,2,2,99,6,7,7,9,3, , , ,3, ,98,8,8,1, , , ,2,.6532929,.4736697
101670,2,1,190201,1,1,25,4,25017,S,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,1,1,1,1, ,2,3, ,3,1,1,1,97,1,2,1,30,1,5,4,1,2, , , ,2,3,6,4,9,2,2, , ,1,.7035007,.6662189
101671,2,1,190201,1,3,47,4,47157,U,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,1,2, , ,1, ,2,2,1,2,0, , , ,99,1,6,1,2,9, , , ,9, ,6,2, ,5,5, , ,2,.6523533,.6360452
101672,2,1,190201,1,2,29,1,29029,R,2,1,2,2, ,2,2, , , ,1,9,2,2,2,2,2,1,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,1,30,1,2,2,42,6,7,1,1,7, , , ,5,1,9,4,1,3,3, , ,2,.5384722,.3621883
101674,2,1,190201,1,3,24,4,4013,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,2, ,3,1,1,2,20,1,1,1,46,3,5,1,2,1, , , ,1, ,6,3,2,3,2, , ,1,1.1982089,1.3066116
101677,2,1,190201,2,4,6,1,6029,U,2,2,2,2, ,1,2, , , ,2, ,2,2,2,2, ,2,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,52,3,3,4,1,1, , , ,1,3,99,9,8,3,1, , ,2,1.4723239,1.8936073
101678,2,1,190201,1,4,6,2,6097,S,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,2,2,2,1,3, ,1, ,3,2,1,2,80,1,1,1,60,3,6,1,2,9, , , ,9, ,5,3,2,2,2, , ,2,.5733218,.5756087
101679,2,1,190202,1,4,53,4,53033,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,1,2,2,2, ,3,2, ,1,1,1,1,12,1,1,1,55,3,5,3,2,2, , , ,2, ,6,3,8,1, , , ,1,.9349046,1.1715609
101681,2,1,190202,2,3,12,3,48201,U,2,2,2,2, ,2,2, , , ,2, ,1,1,1,1, ,1,2,2, ,1,2,2,2,2,1,1,2,2,2, , , , ,3,2,2,2,1,1,2,2,62,3,3,6,1,1, , , ,1,3,1,8,8,1, , , ,2,1.0355628,1.1446215
101682,2,1,190202,2,4,6,5,6037, ,2,1,2,2, ,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,2,2,2,2,1, , , , , ,2,2,2,99, , , ,69,3,1,99,1,8, , , ,9,3,98,9,9,5,2, , ,1,1.179501,1.9642597
101684,2,1,190203,1,2,17,4,17097,S,2,1,1,1,3,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,1,2,2,77,1,4,3,2,1, , , ,1, ,6,3,2,2,2, , ,1,.6774707,.8184403
101685,2,1,190203,1,2,29,2,29019,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,2,2,1,2,2, , ,3, , ,2,1,2,1,1,2,2,70,2,3,3,2,1, , , ,1, ,4,3,1,2,2, , ,2,1.1816075,1.6082629
101686,2,1,190203,1,3,48,4,48029,U,2,1,1,1,1,1,1,2, , ,1,4, , , , , , , , , , ,1,2,1,2,1,2,2,1,2,2, ,2, ,3,1,1,2,12,1,1,1,71,3,4,3,2,2,5, , ,4, ,99,3,2,1, , , ,1,.7056924,1.4158336
101688,2,1,190203,1,2,20,1,20125,R,2,2,1,1,4,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,6,1,2,2,90,5,5,3,2,1, , , ,1, ,98,2, ,8,8, , ,1,.7627073,1.1470476
101689,2,1,190203,1,2,26,4,26161,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,5,1, ,3,1,1,2,1,1,2,2,61,3,5,2,2,2, , , ,2, ,4,5,8,1, , , ,2,1.4248623,1.1683072
101694,2,1,190204,1,3,28,1,28045,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,2, ,3,2,1,2,1,2,1,1,63,1,7,1,2,1, , , ,1, ,6,2, ,2,2, , ,2,.3931198,.3621883
101695,2,1,190204,1,2,17,4,17197,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,1,1,2,1,1,8, ,2,2,3,4,1,1,2,0, , , ,57,2,4,1,2,1, , , ,1, ,6,3,2,3,3, , ,2,1.0036449,1.0698539
101696,2,1,190204,1,3,48,4,48201,U,2,1,2,2, ,2,2, , , ,1,8,2,2,2,2,2,2,8,2, , ,2,1,1,2,1,2,2,2,2, ,2,2, ,2,2,2,2,0, , , ,58,3,3,5,2,2, , , ,2, ,98,4,8,1, , , ,2,1.4554255,1.1457556
101699,2,1,190204,1,2,31,1,17031,R,2,2,1,1,4,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,2,2,2,2,4,1,1, ,4,1,1,2,97,2,2,2,59,2,2,1,2,2, , , ,2, ,3,2, ,2,2, , ,1,1.6063254,1.8974162
101700,2,1,190204,1,2,27,1,27137,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,4,1,1,2,10,2,1,1,67,6,8,3,2,1, , , ,1, ,99,1, ,1, , , ,1,.3474053,.6452529
101701,2,1,190204,1,2,55,1,55019,R,2,1,2,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,2,3,1,2,2,46,1,3,8,1,1, , , ,1,3,4,3,2,4,2, , ,2,.7819542,.6731979
101703,2,1,190204,1,2,27,3,27053,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,2, ,3,1,1,2,1,1,2,2,56,1,4,1,2,1, , , ,1, ,8,1, ,3,3, , ,1,.6964894,.6123021
101704,2,1,190204,1,4,41,2,41047,S,2,2,1,1,5,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,0, , , ,62,4,2,3,2,1, , , ,1, ,1,4,1,1, , , ,2,1.2385306,1.4174298
101707,2,1,190204,1,4,6,2,6061, ,2,1,1,1,1,2,2, , , ,1,2,2,2,1,1,1,2,2,1,just moved not installed yet,6,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,30,1,2,2,73,5,7,3,1,5,7, , ,4,1,9,3,8,1, , , ,1,.4049033,.7505564
101710,2,1,190204,1,4,6,2,6061,U,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,1,2,1,2,2, ,2, ,4,1,1,1,0, , , ,99,1,8,1,2,3, , , ,3, ,99,2, ,6,4, , ,1,1.0492639,.8359122
